Customer ID,Loan Sanction Amount (USD)
C-6241,-8315.517268959093
C-3386,19506.57278036914
C-44010,5868.46515894871
C-38450,48254.15659945533
C-5233,40341.52785483504
C-29556,20947.357793158324
C-8420,114903.69208215747
C-15978,26990.676974682094
C-34580,25371.037772883526
C-31624,9821.027286335326
C-26269,23213.40774559573
C-22174,22541.46285028366
C-39257,90654.11269735567
C-461,11270.292909506636
C-19987,22746.20069014614
C-22313,71241.02317155925
C-36169,41508.11344260174
C-27644,25123.253801599338
C-2735,60.52319361183663
C-15015,26107.37068688597
C-37397,30254.91211955732
C-45699,-173.08863127023696
C-20783,57157.298668581636
C-17847,18012.026717227167
C-38305,13076.743485277095
C-6907,-1447.3475277523376
C-7342,113089.64326852786
C-7045,-287.74135811963015
C-13221,67832.95281659959
C-34726,33027.40983893532
C-35426,60193.482243686354
C-43748,68641.40523276817
C-2888,24120.65222092788
C-32967,22557.568599677277
C-30265,101583.38601880685
C-13304,125369.1101637268
C-17380,57609.586270713946
C-1417,51712.65576138301
C-21679,43989.706059306605
C-31369,127911.50574313466
C-18618,2256.4676931042236
C-15173,33333.24304755718
C-25409,100056.94244643972
C-22695,83017.61011241812
C-7870,106081.74723826551
C-35059,111130.35379534475
C-19262,71114.23702294035
C-10179,-19.04096670726085
C-10978,-2984.978320452718
C-45858,30259.047243409714
C-8194,24533.309342707245
C-9392,53249.73274315525
C-49795,-2891.708951421931
C-23829,25055.645370066544
C-28834,10603.909607396585
C-45277,46523.59298589135
C-11440,14956.933501769205
C-10158,48748.16026033744
C-46131,-5380.330553206283
C-27846,34361.91282379586
C-12099,34588.78801983028
C-7556,27963.242842947555
C-36717,63707.777151544404
C-6230,29754.15896830507
C-26450,76832.12551983447
C-42638,44653.58852056348
C-40852,77007.02832182577
C-48264,2802.5428577764214
C-25725,45153.22545417031
C-1251,21115.224531962653
C-38116,56291.45654471155
C-33330,51312.14988993871
C-28034,33925.791231053045
C-15275,49818.584650594225
C-18947,72016.67742501326
C-45711,30732.479482716488
C-39206,77954.92652062346
C-2536,29230.562365857168
C-45427,123992.03780993633
C-34637,7013.549253449095
C-8357,13506.43120273508
C-15199,78502.71735864646
C-42345,48100.05947821118
C-15973,65481.21309960203
C-778,-23.00032626612627
C-18961,14653.873503959978
C-31944,67725.9503283011
C-49215,18531.91449813969
C-15736,21202.178293899546
C-39719,44059.75343613338
C-21669,95138.11311532544
C-12666,101923.97280239886
C-108,52440.67328371318
C-28294,49670.129867588425
C-931,51240.01173799418
C-46269,75662.69329414262
C-21864,48633.51991971006
C-40951,13251.762196288035
C-17344,45349.25245542706
C-30471,17195.34048578374
C-6151,974.0918041899813
C-49031,-125.91971918591162
C-21146,751.5665674438774
C-9283,12130.026856698698
C-38375,10904.259612853408
C-37722,75043.94107985754
C-39145,85262.32869768814
C-7771,109284.43383703158
C-14611,58118.137350158555
C-3433,69975.37335040404
C-47000,221357.63953921027
C-38783,99037.73541001807
C-25384,48063.63979373001
C-27444,85046.33081139745
C-20567,56806.586091400466
C-19163,153755.86988248734
C-7784,25988.979165643646
C-42195,-3661.172906824688
C-15641,54738.97394443125
C-45148,60893.19492201274
C-49786,80410.14358154224
C-43483,150751.68731462886
C-31900,30882.990741743906
C-7955,19880.657401794462
C-49917,17620.83028614947
C-20928,119564.24194583671
C-32586,102966.21776121284
C-8832,21097.29370088348
C-37974,40060.863020631434
C-11184,104023.26470524864
C-27932,16373.388173644946
C-22581,65437.0477609027
C-17470,70883.84475596703
C-35562,397.8940833580453
C-21391,26096.73873276929
C-2036,67773.7504305624
C-487,22185.135113291046
C-49534,5280.862680141413
C-27793,97432.60236845119
C-47718,22348.131664615863
C-28840,-3617.6101402058903
C-36903,174881.86823740407
C-12478,20829.349446041815
C-5497,58459.30411259347
C-19291,22845.12889700166
C-37414,2890.2542570499995
C-27189,46016.70857039818
C-23974,3284.077460824375
C-37756,672.1428065150276
C-6994,22985.998398931635
C-26676,12336.25585699516
C-18336,25374.499768296733
C-39249,47221.55557090684
C-46594,67299.2241500381
C-46668,45131.13145940194
C-31182,21133.35651952191
C-33649,1038.2015004731338
C-795,27199.312754948132
C-41864,13300.606813381208
C-27099,172733.1015232152
C-13217,13818.00685123894
C-27941,35696.44839701916
C-26999,50867.102891984745
C-19798,56153.42963545531
C-872,12366.17198289303
C-42696,7370.37702985373
C-4207,47422.14335601021
C-5977,35277.3732716832
C-37417,80834.38203789091
C-27520,101154.05785281955
C-28968,41553.492752987
C-7218,111202.99409261484
C-9926,142239.80533190854
C-6283,13724.871316696672
C-28564,189637.18139514895
C-7458,39354.612403392464
C-23936,70108.63958661686
C-15056,43000.36495081749
C-48332,44.04645592517894
C-5285,66073.2852085299
C-22261,16594.962494724765
C-6649,58103.93155534525
C-39775,73840.97700868883
C-16672,-1067.78956972516
C-22949,38035.50524255487
C-33264,889.1261436144741
C-18411,17520.59717909765
C-2981,24493.977436763103
C-25486,28351.303498687896
C-20743,57623.58514440976
C-43852,102953.17768175392
C-33935,-1727.9934834694313
C-12280,248863.49684351226
C-7324,-4460.166337378459
C-10229,47394.125003918314
C-29096,71039.01839125431
C-7146,51907.405287487054
C-48092,663.5405804385391
C-7802,10126.888944384815
C-41995,64539.27713006011
C-24558,370.075369445479
C-41069,46893.46355125047
C-49771,14690.822167114733
C-14429,23662.010086901126
C-36459,39529.253534738484
C-595,10033.902895183906
C-37861,25741.685185693557
C-5702,34039.35615981729
C-48665,3895.055582032577
C-44788,1252.7319773674515
C-41968,2178.4923563269817
C-28021,27041.252046064186
C-49046,130404.95471776083
C-48198,1793.9501336217506
C-2224,40602.76125430234
C-29812,2063.763402771622
C-28119,20033.828083756092
C-33458,23000.663176893766
C-31298,34014.925078563196
C-42213,4280.950862987146
C-45134,-228.29676315583288
C-18790,47064.48807799219
C-8651,34692.170391807194
C-34551,97984.4777406816
C-46838,16573.655742517945
C-45834,19188.305705549676
C-23656,50767.872680520224
C-35479,51838.51087427213
C-9171,108289.59602838219
C-32795,132309.92643355287
C-39761,21593.66924388568
C-6842,23327.522045987094
C-1477,150029.1709996279
C-29391,13150.137490385096
C-36372,48224.1274869087
C-3050,-1242.213579111209
C-24135,-1731.8281985828096
C-17657,99356.3635826751
C-22379,81079.37397871853
C-48251,54743.02678564315
C-47996,-545.1184460744588
C-46600,-444.91150633657986
C-24183,1622.6839056205056
C-39134,206741.74817928826
C-3569,69479.03886329384
C-44734,1027.7304493344336
C-26917,40505.55553921644
C-43369,167490.6471954782
C-16973,70328.30516791198
C-10007,5662.105680237169
C-45821,173.1708337644975
C-22286,29480.016369047826
C-26486,44901.894992051144
C-4785,73812.97035950354
C-41874,1171.970866305855
C-40217,156210.5510913345
C-21423,60952.26021398523
C-42449,-1004.6459244813221
C-34243,91905.25688366906
C-3917,97657.4887081489
C-33066,80025.94120077997
C-2723,16563.00787106057
C-8412,83712.3811392609
C-9722,15997.6529553273
C-38320,38389.714798163644
C-29676,17397.475035755913
C-27298,42231.82422078681
C-31654,21629.844714065457
C-13695,16491.38465267322
C-25086,-671.2459854952684
C-44465,-1015.7538154547514
C-21654,70003.9455218025
C-41060,85163.23376733308
C-49595,8903.259524514082
C-6280,96110.98002315317
C-14434,16515.648963665128
C-35331,38832.81014377661
C-22482,48891.41067267146
C-39569,43763.411499969574
C-7791,78824.34795443663
C-41802,138088.5739709036
C-39667,25090.08126939907
C-12376,50137.378905792335
C-40906,78303.03891754242
C-38890,20759.525262859777
C-37476,59705.02900904192
C-44946,-422.1018349948263
C-44451,16455.80749549897
C-37113,159468.04512368943
C-29497,20832.817942774524
C-19756,641.6533296277352
C-10272,18976.07502030958
C-32834,118181.3013899227
C-23725,61771.33490460636
C-10753,344.3526087057476
C-17104,2078.9301401867638
C-19153,44116.4633814765
C-17340,18677.80061221319
C-43187,20468.60385570847
C-49532,-142.26697436474606
C-9014,20811.110376330384
C-19519,65465.34698592129
C-46047,2637.656982892868
C-32269,17437.39263129521
C-808,16239.81798069893
C-25924,35014.612179558375
C-39832,51120.75420241958
C-9670,61973.365773054735
C-44243,36881.784860657266
C-32273,6114.672970922828
C-38474,85686.51534435486
C-3098,142192.385470992
C-1113,107949.74101296562
C-48460,45484.63091852501
C-14158,196.53332448696787
C-16411,133406.10495042257
C-26187,112262.9442037656
C-47185,48163.69194099995
C-5417,54877.77850531112
C-43392,11823.660042233147
C-13685,189630.30646993537
C-18903,38541.3654109383
C-44156,-3037.0481042087063
C-28524,15013.409082350094
C-5184,42452.84966925488
C-45033,51469.57263810581
C-45354,59166.70663260508
C-41123,36612.6996246228
C-14213,-14.971790467677616
C-6888,41800.46222360332
C-14104,-1532.1355017355793
C-2495,24801.03640091435
C-17057,118412.93617449472
C-5005,51308.06606121516
C-41297,49879.81082499193
C-42963,-3545.101218115775
C-23251,21310.027112692493
C-23970,17890.195824520288
C-40714,130229.5239565459
C-38859,85425.64458734357
C-7112,63894.5265593829
C-18928,35381.13149251041
C-29862,93199.2541164729
C-30212,42745.18258716364
C-15021,81380.03157863453
C-7476,44316.99175996635
C-41600,2743.911230149032
C-32173,37423.383045851784
C-38518,34867.41615227871
C-38801,57781.87876792221
C-1784,95326.42249305436
C-24927,125848.76407147867
C-39547,58552.80355828081
C-43215,60706.878279239725
C-23422,-651.6552819550437
C-37723,44095.33056548659
C-29178,87641.7651726709
C-19008,114065.41433439242
C-5849,82171.60967955798
C-6004,69951.74196095778
C-23104,24124.363328388277
C-24882,61670.392791354934
C-43468,11280.443872905546
C-35132,77329.7603310799
C-42580,40486.902373680496
C-11578,27366.992350813263
C-8678,15498.138963934116
C-19927,5219.637845131614
C-30508,28966.031403698493
C-44874,37605.36725060766
C-30186,5661.353800679717
C-10760,13230.112390432716
C-26481,82400.58808633294
C-46111,425.3069832725026
C-32145,100750.44493378782
C-32092,-720.9394499624945
C-5752,93029.42549437836
C-16382,77292.94917266046
C-28591,122660.2344479036
C-44846,3196.9283585129197
C-2932,49528.65139013375
C-36463,144328.13893214636
C-27695,41031.03409019787
C-40748,74775.01722753087
C-29783,121481.61309144417
C-49739,10783.839907598667
C-14812,60202.03119609065
C-17082,31838.93357300171
C-7455,95634.90945536846
C-19358,24576.070176531186
C-19549,33970.42878281639
C-2666,40016.95014804964
C-18984,65810.0740524872
C-13649,20401.450318044866
C-33798,15369.586932610016
C-10307,82468.61172582378
C-35501,-1740.4721556664426
C-8935,64832.51011395868
C-26153,17779.989521227257
C-4606,63267.53316263849
C-18360,4101.381919643819
C-39333,30848.495216301704
C-12426,94099.10245717313
C-6408,71264.50963203807
C-28868,15742.984362318828
C-42593,4055.0482089580146
C-31808,65315.72607949042
C-32004,47349.790452989284
C-32204,44487.42680176309
C-12801,95473.52378586675
C-25815,59628.91518360018
C-22768,51343.31277453943
C-32048,56543.606942799546
C-19658,20638.1025345677
C-26891,7270.056341077371
C-40188,-609.089676703262
C-25433,26134.505773651454
C-10378,69360.982285519
C-31318,158845.87842335636
C-15344,-1404.5740715762993
C-22888,745.3830165765594
C-43034,-533.4940388104338
C-19211,53965.426237324136
C-10432,4151.2115121440775
C-22014,14765.360046187174
C-18211,-6559.13565488188
C-23968,2292.299602945379
C-48530,53807.68364817547
C-28054,-72.16272203857034
C-2058,22434.791824393575
C-34942,99424.9536143028
C-530,53870.04065814425
C-38117,13992.921330292049
C-20913,26585.575603853347
C-47070,1502.4470327278352
C-26019,37975.08071446861
C-28532,51179.90036800364
C-46716,53916.46802242956
C-39327,43409.492736521504
C-7240,32216.29798148169
C-37949,164292.61898280022
C-2195,154063.50039731947
C-3355,69697.8416221694
C-19733,57390.63927915527
C-34255,70690.4726350989
C-49287,-1711.5586866499377
C-32256,91069.6260102701
C-22180,44543.260506230115
C-5193,38819.17295466917
C-38427,135161.34117899404
C-44886,35410.863206817274
C-3791,39854.79230530261
C-32566,56577.281365088704
C-15243,59995.51554103432
C-5240,45436.7682553035
C-49218,57774.88073270637
C-25534,-401.89267501512205
C-47239,-763.2915516975814
C-8774,-2187.352070517399
C-16520,153415.97068604355
C-20311,89274.0105412939
C-3650,3532.3336612908993
C-18558,28388.634280274226
C-14820,134150.08512719744
C-34556,121720.55461120985
C-43883,118259.2177898661
C-40653,30002.68722428891
C-47621,38320.46689985162
C-49147,53992.69095213687
C-440,138059.88544365508
C-11354,21190.14466931472
C-15107,61136.3599494647
C-24501,50377.43012265246
C-28551,27266.684564173902
C-28773,32055.5967557284
C-36617,130875.22495976141
C-28244,-224.51447509142827
C-41307,113668.3741326448
C-832,47083.10643242434
C-8287,5375.954395195471
C-41225,99493.42411819409
C-13965,53646.724984283625
C-6491,65103.9644867109
C-10751,48092.972074047684
C-27955,24890.201095274242
C-29401,25949.81739751641
C-40588,27053.050555331127
C-41993,563.40063295978
C-37136,133122.4955822375
C-41702,48937.337373578084
C-37634,42835.91093796898
C-7102,6399.605861092768
C-32351,19912.93706443075
C-17461,54616.685726327276
C-2675,17427.455723385207
C-34452,109860.2129863293
C-35202,44841.3011101436
C-35085,146075.5397970726
C-25301,43747.71218216984
C-18247,1574.2941869470426
C-26468,34038.79575423324
C-39744,66231.7022456838
C-39530,27970.837614742715
C-15276,40654.03510914138
C-27599,91038.02164984331
C-16294,123495.9298682658
C-45920,8570.29628670995
C-42972,64954.85545578473
C-35739,996.8933151709925
C-48070,22.61091682209364
C-20738,69877.86807306443
C-20164,-80.92355967344565
C-35798,87872.28411519529
C-36931,44081.95550653284
C-40067,64407.08089474073
C-7033,11494.709072233281
C-2919,61014.327785260706
C-92,-99.22914208949521
C-10068,90176.94913799892
C-30148,101565.56404807196
C-6804,17615.626675754687
C-41739,109665.56042425863
C-26448,14110.749961798936
C-5100,52271.59599290987
C-6401,148186.35368079235
C-14665,45204.38479349293
C-3315,23771.401859143403
C-20983,46591.56277142735
C-32947,5139.79798533708
C-13518,45867.751269088745
C-46708,5533.698704938338
C-6592,165610.83641146612
C-12364,21411.49417220823
C-46390,24751.316275494697
C-7318,30993.277421743154
C-12943,27395.386148378588
C-2883,42464.65518950152
C-25283,24740.71016270247
C-1618,1011.5885147764769
C-1271,13589.393319264009
C-40127,73702.1952991269
C-36317,26734.550384540653
C-48952,55243.60394205935
C-29240,82074.80686628824
C-25093,2132.457675902618
C-12384,48618.744459338224
C-34319,35277.20728005596
C-47779,-2899.8770327879224
C-12945,62052.98371345449
C-36060,-1128.9243483838825
C-5616,-5141.592422512565
C-41883,532.4641640940862
C-9039,26270.103269992924
C-25362,86763.73373010283
C-13744,69932.6257555916
C-25047,170622.7775938839
C-13036,97022.06680430123
C-36276,21759.49265236881
C-2811,998.2640639299549
C-21717,122430.83654269866
C-46988,1471.1875825937411
C-48564,1205.016725226424
C-24260,47957.6892803479
C-39925,14075.277181531494
C-16917,103660.53254835708
C-27996,13306.411090518886
C-37659,38364.80810103361
C-15746,122604.76544542624
C-46465,266.84775116626224
C-40197,45910.96402332414
C-39307,116669.8304273709
C-23902,45031.49475856442
C-19873,15575.196399059247
C-47956,55037.98353532585
C-13273,403.5995936807931
C-48337,91746.24285988747
C-19271,990.9287568598453
C-37094,73568.7300621191
C-684,50832.18673090238
C-24481,36419.174332260394
C-12590,95430.15058329403
C-25151,57780.8774426986
C-17381,80113.15626852233
C-38274,43808.73831672526
C-1011,74483.54611684998
C-1000,103748.98486310492
C-20171,25256.007792358916
C-17936,139806.92256541146
C-44657,-29.54129838360018
C-41222,84094.03434400656
C-42705,46804.366772239766
C-36949,114097.25970532525
C-17725,41700.7897269638
C-41035,-2063.801485148532
C-2207,65966.2911559433
C-11404,49561.20058240512
C-1537,7034.789947247945
C-49111,103784.01275099714
C-39701,56912.43450684941
C-14555,21641.703530599643
C-23018,40751.598072803485
C-26076,66241.12983042648
C-1292,76180.64382875827
C-33809,23042.874292106997
C-34753,13757.617102704959
C-30028,71881.84792321389
C-33662,47809.686942983746
C-11938,54560.439575401884
C-15030,103439.02495513344
C-25693,125773.97154338
C-39706,38225.829879003366
C-49830,-81.53715066909685
C-1215,45166.02880439215
C-22515,14906.081808425835
C-34267,57111.32488750576
C-31199,25659.926024415658
C-46236,12668.549673752097
C-16259,24979.08003343224
C-2730,44475.39363254603
C-17938,72363.03327493662
C-41242,53501.03610511791
C-378,48896.46228424341
C-15648,5534.409054229937
C-48043,90560.43190683606
C-3027,112830.3991699032
C-43249,23455.527245025714
C-26632,-2148.170012625755
C-16859,60052.090106254815
C-23573,124624.70667067787
C-21886,1397.7045057430878
C-31479,62363.24488816124
C-37999,-10014.53971744222
C-45817,75674.9326379068
C-19011,26784.358944747586
C-36365,26799.857535065956
C-7416,43558.889319274305
C-677,19790.341462599525
C-10599,18758.03610250498
C-1103,23150.181078715104
C-44906,5849.079943285578
C-16804,53975.901383218064
C-38012,32279.915223492208
C-13987,196345.52439326906
C-19544,97498.55899828051
C-3349,175.27731900827834
C-38961,43725.81483902294
C-38259,18450.41037059067
C-3666,22015.251673817856
C-36638,65184.94823677168
C-18230,160642.56549926978
C-11076,44476.090728521776
C-31226,46543.21371905294
C-9312,31182.63592456262
C-10276,97473.64245111817
C-44905,-660.0225120357576
C-33369,13224.74719623295
C-34166,40703.21602375905
C-45310,87930.40729064417
C-30527,117781.62781594718
C-4627,16106.252654155824
C-38353,117718.15732226137
C-4974,89276.07778899233
C-32095,-1417.703304312613
C-13549,10661.357459233453
C-43862,9053.343081441017
C-6688,102124.05795773158
C-5382,42527.945650421476
C-36550,60447.1101801253
C-721,50248.36446409512
